Polling Place ID,POLL_NAME,ADDRESS,CITY,STATE,ZIP,PRECINCT
71,"FERRON, WILLIAM ELEMENTARY",4200 MOUNTAIN VISTA ST,LAS VEGAS,NV,89121,5624
71,"FERRON, WILLIAM ELEMENTARY",4200 MOUNTAIN VISTA ST,LAS VEGAS,NV,89121,5631
393,"FERTITTA, FRANK AND VICTORIA MS",9905 W MESA VISTA AVE,LAS VEGAS,NV,89148,6470
393,"FERTITTA, FRANK AND VICTORIA MS",9905 W MESA VISTA AVE,LAS VEGAS,NV,89148,6545
393,"FERTITTA, FRANK AND VICTORIA MS",9905 W MESA VISTA AVE,LAS VEGAS,NV,89148,6736
393,"FERTITTA, FRANK AND VICTORIA MS",9905 W MESA VISTA AVE,LAS VEGAS,NV,89148,6738
431,"FINDLAY, CLIFFORD O MIDDLE SCHOOL",333 W TROPICAL PKWY,NORTH LAS VEGAS,NV,89031,2391
431,"FINDLAY, CLIFFORD O MIDDLE SCHOOL",333 W TROPICAL PKWY,NORTH LAS VEGAS,NV,89031,2393
431,"FINDLAY, CLIFFORD O MIDDLE SCHOOL",333 W TROPICAL PKWY,NORTH LAS VEGAS,NV,89031,2483
398,FIRE #86/COMMUNITY POLICING CENTER,96 VIA ANTINCENDIO,HENDERSON,NV,89011,7534
77,FIRE STATION #24 - CLARK CO,7525 DEAN MARTIN DR,LAS VEGAS,NV,89139,1692
77,FIRE STATION #24 - CLARK CO,7525 DEAN MARTIN DR,LAS VEGAS,NV,89139,1693
77,FIRE STATION #24 - CLARK CO,7525 DEAN MARTIN DR,LAS VEGAS,NV,89139,1702
77,FIRE STATION #24 - CLARK CO,7525 DEAN MARTIN DR,LAS VEGAS,NV,89139,1704
457,FIRE STATION #83 - HENDERSON,100 BURKHOLDER BLVD,HENDERSON,NV,89015,5651
457,FIRE STATION #83 - HENDERSON,100 BURKHOLDER BLVD,HENDERSON,NV,89015,5652
389,FIRE STATION #97 - HENDERSON,1550 AMADOR LN,HENDERSON,NV,89014,7614
389,FIRE STATION #97 - HENDERSON,1550 AMADOR LN,HENDERSON,NV,89014,7615
80,FIRE TRAINING CENTER,4425 W TROPICANA AVE,LAS VEGAS,NV,89103,1642
80,FIRE TRAINING CENTER,4425 W TROPICANA AVE,LAS VEGAS,NV,89103,1643
80,FIRE TRAINING CENTER,4425 W TROPICANA AVE,LAS VEGAS,NV,89103,1645
80,FIRE TRAINING CENTER,4425 W TROPICANA AVE,LAS VEGAS,NV,89103,1655
85,"FONG, WING AND LILLY ELEMENTARY",2200 JAMES BILBRAY DR,LAS VEGAS,NV,89108,3813
85,"FONG, WING AND LILLY ELEMENTARY",2200 JAMES BILBRAY DR,LAS VEGAS,NV,89108,3841
85,"FONG, WING AND LILLY ELEMENTARY",2200 JAMES BILBRAY DR,LAS VEGAS,NV,89108,3842
362,FOOTHILL HIGH SCHOOL,800 COLLEGE DR,HENDERSON,NV,89015,7354
362,FOOTHILL HIGH SCHOOL,800 COLLEGE DR,HENDERSON,NV,89015,7360
362,FOOTHILL HIGH SCHOOL,800 COLLEGE DR,HENDERSON,NV,89015,7361
362,FOOTHILL HIGH SCHOOL,800 COLLEGE DR,HENDERSON,NV,89015,7594
460,"FORBUSS, ROBERT L ELEMENTARY",8601 S GRAND CANYON DR,LAS VEGAS,NV,89148,6499
460,"FORBUSS, ROBERT L ELEMENTARY",8601 S GRAND CANYON DR,LAS VEGAS,NV,89148,6547
460,"FORBUSS, ROBERT L ELEMENTARY",8601 S GRAND CANYON DR,LAS VEGAS,NV,89148,6648
460,"FORBUSS, ROBERT L ELEMENTARY",8601 S GRAND CANYON DR,LAS VEGAS,NV,89148,6649
357,"FREMONT, JOHN MIDDLE SCHOOL",1100 E ST LOUIS AVE,LAS VEGAS,NV,89104,5047
357,"FREMONT, JOHN MIDDLE SCHOOL",1100 E ST LOUIS AVE,LAS VEGAS,NV,89104,5350
357,"FREMONT, JOHN MIDDLE SCHOOL",1100 E ST LOUIS AVE,LAS VEGAS,NV,89104,5356
357,"FREMONT, JOHN MIDDLE SCHOOL",1100 E ST LOUIS AVE,LAS VEGAS,NV,89104,5564
86,"FRENCH, DORIS ELEMENTARY",3235 E HACIENDA AVE,LAS VEGAS,NV,89120,7050
86,"FRENCH, DORIS ELEMENTARY",3235 E HACIENDA AVE,LAS VEGAS,NV,89120,7097
86,"FRENCH, DORIS ELEMENTARY",3235 E HACIENDA AVE,LAS VEGAS,NV,89120,7707
418,"FRIAS, CHARLES AND PHYLLIS ELM SCH",5800 BROKEN TOP AVE,LAS VEGAS,NV,89141,6493
418,"FRIAS, CHARLES AND PHYLLIS ELM SCH",5800 BROKEN TOP AVE,LAS VEGAS,NV,89141,6530
418,"FRIAS, CHARLES AND PHYLLIS ELM SCH",5800 BROKEN TOP AVE,LAS VEGAS,NV,89141,6548
87,"FYFE, RUTH ELEMENTARY",4101 W BONANZA RD,LAS VEGAS,NV,89107,3795
87,"FYFE, RUTH ELEMENTARY",4101 W BONANZA RD,LAS VEGAS,NV,89107,4633
87,"FYFE, RUTH ELEMENTARY",4101 W BONANZA RD,LAS VEGAS,NV,89107,4643
88,"GALLOWAY, FAY ELEMENTARY",701 SKYLINE RD,HENDERSON,NV,89015,7604
88,"GALLOWAY, FAY ELEMENTARY",701 SKYLINE RD,HENDERSON,NV,89015,7605
88,"GALLOWAY, FAY ELEMENTARY",701 SKYLINE RD,HENDERSON,NV,89015,7612
89,GARRETT MIDDLE SCHOOL,1200 AVENUE G,BOULDER CITY,NV,89005,7554
89,GARRETT MIDDLE SCHOOL,1200 AVENUE G,BOULDER CITY,NV,89005,7555
89,GARRETT MIDDLE SCHOOL,1200 AVENUE G,BOULDER CITY,NV,89005,7561
89,GARRETT MIDDLE SCHOOL,1200 AVENUE G,BOULDER CITY,NV,89005,7563
90,"GARSIDE, FRANK MIDDLE SCHOOL",300 S TORREY PINES DR,LAS VEGAS,NV,89107,3782
90,"GARSIDE, FRANK MIDDLE SCHOOL",300 S TORREY PINES DR,LAS VEGAS,NV,89107,3784
90,"GARSIDE, FRANK MIDDLE SCHOOL",300 S TORREY PINES DR,LAS VEGAS,NV,89107,3826
90,"GARSIDE, FRANK MIDDLE SCHOOL",300 S TORREY PINES DR,LAS VEGAS,NV,89107,6606
382,"GEHRING, ROGER ELEMENTARY",1155 E RICHMAR AVE,LAS VEGAS,NV,89123,1342
382,"GEHRING, ROGER ELEMENTARY",1155 E RICHMAR AVE,LAS VEGAS,NV,89123,1343
382,"GEHRING, ROGER ELEMENTARY",1155 E RICHMAR AVE,LAS VEGAS,NV,89123,1345
488,GIBSON ELEMENTARY,271 LEISURE CIR,HENDERSON,NV,89074,7682
488,GIBSON ELEMENTARY,271 LEISURE CIR,HENDERSON,NV,89074,7683
488,GIBSON ELEMENTARY,271 LEISURE CIR,HENDERSON,NV,89074,7684
488,GIBSON ELEMENTARY,271 LEISURE CIR,HENDERSON,NV,89074,7691
355,"GILBERT, C.V.T. MAGNET SCH",2101 W CARTIER AVE,NORTH LAS VEGAS,NV,89032,4507
355,"GILBERT, C.V.T. MAGNET SCH",2101 W CARTIER AVE,NORTH LAS VEGAS,NV,89032,4508
416,"GIVENS, LINDA RANKIN ELEMENTARY",655 PARK VISTA DR,LAS VEGAS,NV,89138,3544
416,"GIVENS, LINDA RANKIN ELEMENTARY",655 PARK VISTA DR,LAS VEGAS,NV,89138,3557
416,"GIVENS, LINDA RANKIN ELEMENTARY",655 PARK VISTA DR,LAS VEGAS,NV,89138,3565
91,"GOLDFARB, DANIEL ELEMENTARY",1651 ORCHARD VALLEY DR,LAS VEGAS,NV,89142,5413
91,"GOLDFARB, DANIEL ELEMENTARY",1651 ORCHARD VALLEY DR,LAS VEGAS,NV,89142,5417
91,"GOLDFARB, DANIEL ELEMENTARY",1651 ORCHARD VALLEY DR,LAS VEGAS,NV,89142,5616
417,"GOOLSBY, JUDY AND JOHN ELEMENTARY",11175 W DESERT INN RD,LAS VEGAS,NV,89135,6514
417,"GOOLSBY, JUDY AND JOHN ELEMENTARY",11175 W DESERT INN RD,LAS VEGAS,NV,89135,6515
417,"GOOLSBY, JUDY AND JOHN ELEMENTARY",11175 W DESERT INN RD,LAS VEGAS,NV,89135,6728
417,"GOOLSBY, JUDY AND JOHN ELEMENTARY",11175 W DESERT INN RD,LAS VEGAS,NV,89135,6729
433,"GOYNES, THERON AND NAOMI ELEMENTARY",3409 W DEER SPRINGS WAY,NORTH LAS VEGAS,NV,89084,2480
433,"GOYNES, THERON AND NAOMI ELEMENTARY",3409 W DEER SPRINGS WAY,NORTH LAS VEGAS,NV,89084,2479
433,"GOYNES, THERON AND NAOMI ELEMENTARY",3409 W DEER SPRINGS WAY,NORTH LAS VEGAS,NV,89084,2666
485,GRACE IN THE DESERT EPISCOPAL CHURC,2004 SPRING GATE LANE,LAS VEGAS,NV,89134,3365
485,GRACE IN THE DESERT EPISCOPAL CHURC,2004 SPRING GATE LANE,LAS VEGAS,NV,89134,3385
485,GRACE IN THE DESERT EPISCOPAL CHURC,2004 SPRING GATE LANE,LAS VEGAS,NV,89134,3808
477,GRACE VALLEY REFORM CHURCH,1370 E ROBINDALE RD,LAS VEGAS,NV,89123,1678
477,GRACE VALLEY REFORM CHURCH,1370 E ROBINDALE RD,LAS VEGAS,NV,89123,1680
477,GRACE VALLEY REFORM CHURCH,1370 E ROBINDALE RD,LAS VEGAS,NV,89123,7701
477,GRACE VALLEY REFORM CHURCH,1370 E ROBINDALE RD,LAS VEGAS,NV,89123,7702
93,"GRAGSON, ORAN ELEMENTARY",555 N HONOLULU ST,LAS VEGAS,NV,89110,4536
93,"GRAGSON, ORAN ELEMENTARY",555 N HONOLULU ST,LAS VEGAS,NV,89110,4577
96,"GRAY, R GUILD ELEMENTARY",2825 S TORREY PINES DR,LAS VEGAS,NV,89146,6681
96,"GRAY, R GUILD ELEMENTARY",2825 S TORREY PINES DR,LAS VEGAS,NV,89146,6683
96,"GRAY, R GUILD ELEMENTARY",2825 S TORREY PINES DR,LAS VEGAS,NV,89146,6684
97,GREEN VALLEY BAPTIST CHURCH,270 N VALLE VERDE DR,HENDERSON,NV,89074,7405
97,GREEN VALLEY BAPTIST CHURCH,270 N VALLE VERDE DR,HENDERSON,NV,89074,7410
97,GREEN VALLEY BAPTIST CHURCH,270 N VALLE VERDE DR,HENDERSON,NV,89074,7675
99,GREEN VALLEY HIGH SCHOOL,460 N ARROYO GRANDE BLVD,HENDERSON,NV,89014,7411
99,GREEN VALLEY HIGH SCHOOL,460 N ARROYO GRANDE BLVD,HENDERSON,NV,89014,7416
99,GREEN VALLEY HIGH SCHOOL,460 N ARROYO GRANDE BLVD,HENDERSON,NV,89014,7726
99,GREEN VALLEY HIGH SCHOOL,460 N ARROYO GRANDE BLVD,HENDERSON,NV,89014,7731
99,GREEN VALLEY HIGH SCHOOL,460 N ARROYO GRANDE BLVD,HENDERSON,NV,89014,7732
100,GREEN VALLEY LIBRARY,2797 N GREEN VALLEY PKWY,HENDERSON,NV,89014,7012
100,GREEN VALLEY LIBRARY,2797 N GREEN VALLEY PKWY,HENDERSON,NV,89014,7395
100,GREEN VALLEY LIBRARY,2797 N GREEN VALLEY PKWY,HENDERSON,NV,89014,7402
101,GREEN VALLEY PRESBYTERIAN CHURCH,1798 WIGWAM PKWY,HENDERSON,NV,89074,7665
101,GREEN VALLEY PRESBYTERIAN CHURCH,1798 WIGWAM PKWY,HENDERSON,NV,89074,7671
101,GREEN VALLEY PRESBYTERIAN CHURCH,1798 WIGWAM PKWY,HENDERSON,NV,89074,7672
101,GREEN VALLEY PRESBYTERIAN CHURCH,1798 WIGWAM PKWY,HENDERSON,NV,89074,7674
102,GREENSPUN JR HIGH SCHOOL,140 N VALLE VERDE DR,HENDERSON,NV,89074,7414
102,GREENSPUN JR HIGH SCHOOL,140 N VALLE VERDE DR,HENDERSON,NV,89074,7681
102,GREENSPUN JR HIGH SCHOOL,140 N VALLE VERDE DR,HENDERSON,NV,89074,7733
300,GRIFFITH UNITED METHODIST CHURCH,1701 E OAKEY BLVD,LAS VEGAS,NV,89104,5003
300,GRIFFITH UNITED METHODIST CHURCH,1701 E OAKEY BLVD,LAS VEGAS,NV,89104,5384
300,GRIFFITH UNITED METHODIST CHURCH,1701 E OAKEY BLVD,LAS VEGAS,NV,89104,5536
300,GRIFFITH UNITED METHODIST CHURCH,1701 E OAKEY BLVD,LAS VEGAS,NV,89104,5565
267,"GUY, ADDELIAR ELEMENTARY",4028 W LA MADRE WAY,NORTH LAS VEGAS,NV,89031,2371
267,"GUY, ADDELIAR ELEMENTARY",4028 W LA MADRE WAY,NORTH LAS VEGAS,NV,89031,2373
267,"GUY, ADDELIAR ELEMENTARY",4028 W LA MADRE WAY,NORTH LAS VEGAS,NV,89031,2382
105,"HARMON, HARLEY ELEMENTARY",5351 HILLSBORO LN,LAS VEGAS,NV,89120,7332
105,"HARMON, HARLEY ELEMENTARY",5351 HILLSBORO LN,LAS VEGAS,NV,89120,7532
106,"HARRIS, GEORGE ELEMENTARY",3620 S SANDHILL RD,LAS VEGAS,NV,89121,5566
106,"HARRIS, GEORGE ELEMENTARY",3620 S SANDHILL RD,LAS VEGAS,NV,89121,5567
106,"HARRIS, GEORGE ELEMENTARY",3620 S SANDHILL RD,LAS VEGAS,NV,89121,5568
106,"HARRIS, GEORGE ELEMENTARY",3620 S SANDHILL RD,LAS VEGAS,NV,89121,5569
334,"HAYES, KEITH AND KAREN ELEMENTARY",9620 W TWAIN AVE,LAS VEGAS,NV,89147,6522
334,"HAYES, KEITH AND KAREN ELEMENTARY",9620 W TWAIN AVE,LAS VEGAS,NV,89147,6695
334,"HAYES, KEITH AND KAREN ELEMENTARY",9620 W TWAIN AVE,LAS VEGAS,NV,89147,6701
334,"HAYES, KEITH AND KAREN ELEMENTARY",9620 W TWAIN AVE,LAS VEGAS,NV,89147,6702
110,"HERR, HELEN ELEMENTARY",6475 EAGLE CREEK LN,LAS VEGAS,NV,89156,2126
110,"HERR, HELEN ELEMENTARY",6475 EAGLE CREEK LN,LAS VEGAS,NV,89156,2444
110,"HERR, HELEN ELEMENTARY",6475 EAGLE CREEK LN,LAS VEGAS,NV,89156,2733
110,"HERR, HELEN ELEMENTARY",6475 EAGLE CREEK LN,LAS VEGAS,NV,89156,2734
111,"HERRON, FAY ELEMENTARY",2421 KENNETH RD,NORTH LAS VEGAS,NV,89030,4550
111,"HERRON, FAY ELEMENTARY",2421 KENNETH RD,NORTH LAS VEGAS,NV,89030,4556
111,"HERRON, FAY ELEMENTARY",2421 KENNETH RD,NORTH LAS VEGAS,NV,89030,4560
111,"HERRON, FAY ELEMENTARY",2421 KENNETH RD,NORTH LAS VEGAS,NV,89030,4593
112,"HEWETSON, HALLE ELEMENTARY",701 N 20TH ST,LAS VEGAS,NV,89101,4387
112,"HEWETSON, HALLE ELEMENTARY",701 N 20TH ST,LAS VEGAS,NV,89101,4463
112,"HEWETSON, HALLE ELEMENTARY",701 N 20TH ST,LAS VEGAS,NV,89101,4549
112,"HEWETSON, HALLE ELEMENTARY",701 N 20TH ST,LAS VEGAS,NV,89101,4602
114,"HILL, CHARLOTTE ELEMENTARY",560 E ELDORADO LN,LAS VEGAS,NV,89123,1676
114,"HILL, CHARLOTTE ELEMENTARY",560 E ELDORADO LN,LAS VEGAS,NV,89123,1677
114,"HILL, CHARLOTTE ELEMENTARY",560 E ELDORADO LN,LAS VEGAS,NV,89123,1679
115,"HINMAN, EDNA ELEMENTARY",450 E MERLAYNE DR,HENDERSON,NV,89015,5653
115,"HINMAN, EDNA ELEMENTARY",450 E MERLAYNE DR,HENDERSON,NV,89015,5654
115,"HINMAN, EDNA ELEMENTARY",450 E MERLAYNE DR,HENDERSON,NV,89015,7500
116,"HOGGARD, MABEL MAGNET SCHOOL",950 N TONOPAH DR,LAS VEGAS,NV,89106,4528
116,"HOGGARD, MABEL MAGNET SCHOOL",950 N TONOPAH DR,LAS VEGAS,NV,89106,4529
434,HOLLYWOOD RECREATION CENTER,1650 S HOLLYWOOD BLVD,LAS VEGAS,NV,89142,5330
434,HOLLYWOOD RECREATION CENTER,1650 S HOLLYWOOD BLVD,LAS VEGAS,NV,89142,5501
434,HOLLYWOOD RECREATION CENTER,1650 S HOLLYWOOD BLVD,LAS VEGAS,NV,89142,5524
434,HOLLYWOOD RECREATION CENTER,1650 S HOLLYWOOD BLVD,LAS VEGAS,NV,89142,5525
434,HOLLYWOOD RECREATION CENTER,1650 S HOLLYWOOD BLVD,LAS VEGAS,NV,89142,5531
118,HOLY SPIRIT LUTHERAN CHURCH,6670 W CHEYENNE AVE,LAS VEGAS,NV,89108,3721
118,HOLY SPIRIT LUTHERAN CHURCH,6670 W CHEYENNE AVE,LAS VEGAS,NV,89108,3722
118,HOLY SPIRIT LUTHERAN CHURCH,6670 W CHEYENNE AVE,LAS VEGAS,NV,89108,3733
118,HOLY SPIRIT LUTHERAN CHURCH,6670 W CHEYENNE AVE,LAS VEGAS,NV,89108,3741
420,HORIZON PINES SENIOR CENTER,2570 W HORIZON RIDGE PKWY,HENDERSON,NV,89052,7651
409,"HUMMEL, JOHN R ELEMENTARY",9800 PLACID ST,LAS VEGAS,NV,89123,1333
409,"HUMMEL, JOHN R ELEMENTARY",9800 PLACID ST,LAS VEGAS,NV,89123,1340
409,"HUMMEL, JOHN R ELEMENTARY",9800 PLACID ST,LAS VEGAS,NV,89123,1669
409,"HUMMEL, JOHN R ELEMENTARY",9800 PLACID ST,LAS VEGAS,NV,89123,1670
119,HYDE PARK MIDDLE SCHOOL,900 HINSON ST,LAS VEGAS,NV,89107,4623
119,HYDE PARK MIDDLE SCHOOL,900 HINSON ST,LAS VEGAS,NV,89107,5533
119,HYDE PARK MIDDLE SCHOOL,900 HINSON ST,LAS VEGAS,NV,89107,5534
119,HYDE PARK MIDDLE SCHOOL,900 HINSON ST,LAS VEGAS,NV,89107,6607
119,HYDE PARK MIDDLE SCHOOL,900 HINSON ST,LAS VEGAS,NV,89107,6608
120,INDIAN SPRINGS COMMUNITY CENTER,715 W GRETTA LN,INDIAN SPRINGS,NV,89018,3605
121,"JACOBSON, WALTER ELEMENTARY",8400 BOSECK DR,LAS VEGAS,NV,89145,3864
121,"JACOBSON, WALTER ELEMENTARY",8400 BOSECK DR,LAS VEGAS,NV,89145,3866
121,"JACOBSON, WALTER ELEMENTARY",8400 BOSECK DR,LAS VEGAS,NV,89145,6604
121,"JACOBSON, WALTER ELEMENTARY",8400 BOSECK DR,LAS VEGAS,NV,89145,6611
123,"JOHNSON, WALTER MIDDLE SCHOOL",7701 DUCHARME AVE,LAS VEGAS,NV,89145,3361
123,"JOHNSON, WALTER MIDDLE SCHOOL",7701 DUCHARME AVE,LAS VEGAS,NV,89145,3863
123,"JOHNSON, WALTER MIDDLE SCHOOL",7701 DUCHARME AVE,LAS VEGAS,NV,89145,6602
469,"JOHNSTON, CARROLL M MIDDLE SCH",5855 LAWRENCE ST,NORTH LAS VEGAS,NV,89081,2400
469,"JOHNSTON, CARROLL M MIDDLE SCH",5855 LAWRENCE ST,NORTH LAS VEGAS,NV,89081,2481
469,"JOHNSTON, CARROLL M MIDDLE SCH",5855 LAWRENCE ST,NORTH LAS VEGAS,NV,89081,2456
124,"JYDSTRUP, HELEN ELEMENTARY",5150 DUNEVILLE ST,LAS VEGAS,NV,89118,1652
124,"JYDSTRUP, HELEN ELEMENTARY",5150 DUNEVILLE ST,LAS VEGAS,NV,89118,1653
321,"KELLER, DUANE MIDDLE SCHOOL",301 N FOGG ST,LAS VEGAS,NV,89110,5323
321,"KELLER, DUANE MIDDLE SCHOOL",301 N FOGG ST,LAS VEGAS,NV,89110,5324
321,"KELLER, DUANE MIDDLE SCHOOL",301 N FOGG ST,LAS VEGAS,NV,89110,5326
263,"KESTERSON, LORNA ELEMENTARY",231 BAILEY ISLAND DR,HENDERSON,NV,89074,7413
263,"KESTERSON, LORNA ELEMENTARY",231 BAILEY ISLAND DR,HENDERSON,NV,89074,7415
263,"KESTERSON, LORNA ELEMENTARY",231 BAILEY ISLAND DR,HENDERSON,NV,89074,7417
129,"KIM, FRANK ELEMENTARY",7600 PEACE WAY,LAS VEGAS,NV,89147,1612
129,"KIM, FRANK ELEMENTARY",7600 PEACE WAY,LAS VEGAS,NV,89147,1613
129,"KIM, FRANK ELEMENTARY",7600 PEACE WAY,LAS VEGAS,NV,89147,1614
129,"KIM, FRANK ELEMENTARY",7600 PEACE WAY,LAS VEGAS,NV,89147,1623
130,"KING, MARTHA ELEMENTARY",888 ADAMS BLVD,BOULDER CITY,NV,89005,7553
130,"KING, MARTHA ELEMENTARY",888 ADAMS BLVD,BOULDER CITY,NV,89005,7562
130,"KING, MARTHA ELEMENTARY",888 ADAMS BLVD,BOULDER CITY,NV,89005,7564
131,"KING, MARTIN ELEMENTARY",2260 BETTY LN,LAS VEGAS,NV,89156,2430
131,"KING, MARTIN ELEMENTARY",2260 BETTY LN,LAS VEGAS,NV,89156,2751
132,"KNUDSON, K O MIDDLE SCHOOL",2400 ATLANTIC ST,LAS VEGAS,NV,89104,5537
132,"KNUDSON, K O MIDDLE SCHOOL",2400 ATLANTIC ST,LAS VEGAS,NV,89104,5570
132,"KNUDSON, K O MIDDLE SCHOOL",2400 ATLANTIC ST,LAS VEGAS,NV,89104,5580
134,LAKES LUTHERAN CHURCH,8200 W SAHARA AVE,LAS VEGAS,NV,89117,6625
134,LAKES LUTHERAN CHURCH,8200 W SAHARA AVE,LAS VEGAS,NV,89117,6631
134,LAKES LUTHERAN CHURCH,8200 W SAHARA AVE,LAS VEGAS,NV,89117,6635
134,LAKES LUTHERAN CHURCH,8200 W SAHARA AVE,LAS VEGAS,NV,89117,6664
134,LAKES LUTHERAN CHURCH,8200 W SAHARA AVE,LAS VEGAS,NV,89117,6673
266,"LAMPING, FRANK ELEMENTARY",2551 SUMMIT GROVE DR,HENDERSON,NV,89052,1410
266,"LAMPING, FRANK ELEMENTARY",2551 SUMMIT GROVE DR,HENDERSON,NV,89052,1411
266,"LAMPING, FRANK ELEMENTARY",2551 SUMMIT GROVE DR,HENDERSON,NV,89052,1675
266,"LAMPING, FRANK ELEMENTARY",2551 SUMMIT GROVE DR,HENDERSON,NV,89052,1681
136,LAS VEGAS ACADEMY AUDITORIUM,9TH ST AND CLARK AVE,LAS VEGAS,NV,89101,4603
136,LAS VEGAS ACADEMY AUDITORIUM,9TH ST AND CLARK AVE,LAS VEGAS,NV,89101,4604
136,LAS VEGAS ACADEMY AUDITORIUM,9TH ST AND CLARK AVE,LAS VEGAS,NV,89101,4605
136,LAS VEGAS ACADEMY AUDITORIUM,9TH ST AND CLARK AVE,LAS VEGAS,NV,89101,4611
138,LAS VEGAS HIGH SCHOOL,6500 E SAHARA AVE,LAS VEGAS,NV,89142,5034
138,LAS VEGAS HIGH SCHOOL,6500 E SAHARA AVE,LAS VEGAS,NV,89142,5403
138,LAS VEGAS HIGH SCHOOL,6500 E SAHARA AVE,LAS VEGAS,NV,89142,5412
138,LAS VEGAS HIGH SCHOOL,6500 E SAHARA AVE,LAS VEGAS,NV,89142,5612
138,LAS VEGAS HIGH SCHOOL,6500 E SAHARA AVE,LAS VEGAS,NV,89142,5613
138,LAS VEGAS HIGH SCHOOL,6500 E SAHARA AVE,LAS VEGAS,NV,89142,5617
448,LAS VENTANAS RETIREMENT COMM,10401 W CHARLESTON BLVD,LAS VEGAS,NV,89135,6652
448,LAS VENTANAS RETIREMENT COMM,10401 W CHARLESTON BLVD,LAS VEGAS,NV,89135,6653
273,"LAWRENCE, CLIFFORD JUNIOR HIGH",4410 S JULIANO RD,LAS VEGAS,NV,89147,1601
273,"LAWRENCE, CLIFFORD JUNIOR HIGH",4410 S JULIANO RD,LAS VEGAS,NV,89147,1602
273,"LAWRENCE, CLIFFORD JUNIOR HIGH",4410 S JULIANO RD,LAS VEGAS,NV,89147,6703
273,"LAWRENCE, CLIFFORD JUNIOR HIGH",4410 S JULIANO RD,LAS VEGAS,NV,89147,6709
374,"LEAVITT, JUSTICE MYRON MIDDLE SCH",4701 QUADREL ST,LAS VEGAS,NV,89129,3152
374,"LEAVITT, JUSTICE MYRON MIDDLE SCH",4701 QUADREL ST,LAS VEGAS,NV,89129,3758
374,"LEAVITT, JUSTICE MYRON MIDDLE SCH",4701 QUADREL ST,LAS VEGAS,NV,89129,3760
374,"LEAVITT, JUSTICE MYRON MIDDLE SCH",4701 QUADREL ST,LAS VEGAS,NV,89129,3766
435,LIBERTY HIGH SCHOOL,3700 LIBERTY HEIGHTS AVE,HENDERSON,NV,89052,1354
435,LIBERTY HIGH SCHOOL,3700 LIBERTY HEIGHTS AVE,HENDERSON,NV,89052,1356
435,LIBERTY HIGH SCHOOL,3700 LIBERTY HEIGHTS AVE,HENDERSON,NV,89052,1389
435,LIBERTY HIGH SCHOOL,3700 LIBERTY HEIGHTS AVE,HENDERSON,NV,89052,1367
435,LIBERTY HIGH SCHOOL,3700 LIBERTY HEIGHTS AVE,HENDERSON,NV,89052,1328
139,LIED MIDDLE SCHOOL,5350 W TROPICAL PKWY,LAS VEGAS,NV,89130,2653
139,LIED MIDDLE SCHOOL,5350 W TROPICAL PKWY,LAS VEGAS,NV,89130,2693
139,LIED MIDDLE SCHOOL,5350 W TROPICAL PKWY,LAS VEGAS,NV,89130,2700
139,LIED MIDDLE SCHOOL,5350 W TROPICAL PKWY,LAS VEGAS,NV,89130,2701
139,LIED MIDDLE SCHOOL,5350 W TROPICAL PKWY,LAS VEGAS,NV,89130,2702
139,LIED MIDDLE SCHOOL,5350 W TROPICAL PKWY,LAS VEGAS,NV,89130,2704
140,LINCOLN-EDISON ELEMENTARY,3010 BERG ST,NORTH LAS VEGAS,NV,89030,4415
140,LINCOLN-EDISON ELEMENTARY,3010 BERG ST,NORTH LAS VEGAS,NV,89030,4568
140,LINCOLN-EDISON ELEMENTARY,3010 BERG ST,NORTH LAS VEGAS,NV,89030,4599
140,LINCOLN-EDISON ELEMENTARY,3010 BERG ST,NORTH LAS VEGAS,NV,89030,4652
141,"LONG, WALTER ELEMENTARY",2000 S WALNUT RD,LAS VEGAS,NV,89104,5332
141,"LONG, WALTER ELEMENTARY",2000 S WALNUT RD,LAS VEGAS,NV,89104,5333
142,"LOWMAN, MARY AND ZEL ELEMENTARY",4225 N LAMONT ST,LAS VEGAS,NV,89115,2417
142,"LOWMAN, MARY AND ZEL ELEMENTARY",4225 N LAMONT ST,LAS VEGAS,NV,89115,2722
142,"LOWMAN, MARY AND ZEL ELEMENTARY",4225 N LAMONT ST,LAS VEGAS,NV,89115,2728
142,"LOWMAN, MARY AND ZEL ELEMENTARY",4225 N LAMONT ST,LAS VEGAS,NV,89115,2740
142,"LOWMAN, MARY AND ZEL ELEMENTARY",4225 N LAMONT ST,LAS VEGAS,NV,89115,2752
145,"MACK, NATE ELEMENTARY",3170 LAUREL AVE,HENDERSON,NV,89014,7712
145,"MACK, NATE ELEMENTARY",3170 LAUREL AVE,HENDERSON,NV,89014,7713
145,"MACK, NATE ELEMENTARY",3170 LAUREL AVE,HENDERSON,NV,89014,7715
450,"MACKEY, JO ELEMENTARY",2726 ENGLESTAD ST,NORTH LAS VEGAS,NV,89030,4017
450,"MACKEY, JO ELEMENTARY",2726 ENGLESTAD ST,NORTH LAS VEGAS,NV,89030,4310
450,"MACKEY, JO ELEMENTARY",2726 ENGLESTAD ST,NORTH LAS VEGAS,NV,89030,4309
66,MAILING PRECINCT,YOU WILL BE MAILED A BALLOT,,NV,,1360
66,MAILING PRECINCT,YOU WILL BE MAILED A BALLOT,,NV,,1361
66,MAILING PRECINCT,YOU WILL BE MAILED A BALLOT,,NV,,1363
66,MAILING PRECINCT,YOU WILL BE MAILED A BALLOT,,NV,,1365
